policy_id,country_iso,country_update,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,last_update,impact_indicators.comments,impact_indicators.name,impact_indicators.value,impact_indicators.base_year,impact_indicators.target_year
211001785,CAN,Annual,Manitoba-Iceland Memorandum of Understanding to promote hydrogen development,Manitoba-Iceland Memorandum of Understanding to promote hydrogen development Canada (2003),Subnational region,,Canada,,,"Voluntary approaches, Research & Development and Deployment (RD&D)",General,,Other low-carbon technologies and fuel switch,,In force,2003.0,,,Unknown,Mitigation,https://www.gov.mb.ca/asset_library/en/documents/fedprovrelations/europe/mou_mb_iceland.pdf,,,,,,
211002171,CAN,Annual,Off-Road Small Spark-Ignition Engine Emission Regulations,Off-Road Small Spark-Ignition Engine Emission Regulations Canada (2003),Country,,Canada,,,Vehicle fuel-economy and emissions standards,"Transport, Heavy-duty vehicles",,Energy efficiency,,In force,2003.0,,,Unknown,Mitigation,http://ec.gc.ca/lcpe-cepa/eng/regulations/detailReg.cfm?intReg=81,,,,,,
211003194,CAN,Annual,Federal purchase incentive: Zero emission vehicles,Federal purchase incentive: Zero emission vehicles Canada (2019),Country,,Canada,,,"Grants and subsidies, Loans","Transport, Low-emissions mobility","""Provide $300 million over three years, starting in 2019–20, to Transport Canada to introduce a new federal purchase incentive of up to $5,000 for electric battery or hydrogen fuel cell vehicles with a manufacturer’s suggested retail price of less than $45,000."" IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,Superseded,2019.0,2019.0,2023.0,Unknown,Mitigation,https://www.canada.ca/en/services/transport/zero-emission-vehicles/zero-emission-vehicles-incentives.html,,,,,,
211002129,CAN,Annual,New heavy oil extraction test facility,New heavy oil extraction test facility Canada (2003),Subnational region,,Canada,,,Research & Development and Deployment (RD&D),Industry,,Energy service demand reduction and resource efficiency,,In force,2003.0,,,Unknown,Mitigation,https://www.alberta.ca/release.cfm?xID=15062,,,,,,
211002101,CAN,Annual,New Energy efficiency Norms Proposed for Water Heaters,New Energy efficiency Norms Proposed for Water Heaters Canada (2004),Country,,Canada,,,"Regulatory Instruments, Codes and standards",Buildings,,Energy efficiency,,In force,2004.0,,,Unknown,Mitigation,https://www.bclaws.ca/civix/document/id/complete/statreg/14_2015,16/02/2021,,,,,
211001819,CAN,Annual,Memorandum of Understanding to Reduce Vehicle GHG Emissions,Memorandum of Understanding to Reduce Vehicle GHG Emissions Canada (2000),Country,,Canada,,,Voluntary approaches,Transport,,"Energy efficiency, Renewables",,Superseded,2000.0,,,Unknown,Mitigation,https://natural-resources.canada.ca/sites/www.nrcan.gc.ca/files/oee/pdf/transportation/ghg-memorandum/documents/MOU-legal-signed-copy.pdf,,,,,,
211000160,CAN,Annual,Alberta Climate Change Central,Alberta Climate Change Central Canada (1999),Subnational region,,Canada,,,Policy support,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,1999.0,,,Unknown,Mitigation,http://www.climatechangecentral.com/,,,,,,
211001871,CAN,Annual,Multilateral Development of Gen IV Nuclear Power Plants,Multilateral Development of Gen IV Nuclear Power Plants Canada (2005),Country,,Canada,,,"Technology deployment and diffusion, Policy support, Research & Development and Deployment (RD&D), Direct investment, Technology development","Electricity and heat, Nuclear",,Other low-carbon technologies and fuel switch,,In force,2005.0,,,Unknown,Mitigation,https://link.springer.com/article/10.1007/s11837-015-1721-0,,,,,,
211002818,CAN,Annual,Tax Credit for Generating Equipment,Tax Credit for Generating Equipment Canada (1999),Country,,Canada,,,Fiscal or financial incentives,"Industry, Fossil fuel exploration and production",,"Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Non-energy use",,In force,1999.0,,,Unknown,Mitigation,,,,,,,
211105489,CAN,Annual,Municipal energy and emission database,Municipal energy and emission database Canada (2021),Country,,Canada,,,Direct investment,General,"CAD 80,000 investment in developing an integrated geospatial platform that tracks greenhouse gas emissions from municipalities across canada","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2021.0,,,,Mitigation,https://www.canada.ca/en/natural-resources-canada/news/2021/05/canada-announces-new-energy-and-emissions-database.html,01/10/2021,,,,,
211105478,CAN,Annual,Climate Action and Awareness Fund,Climate Action and Awareness Fund Canada (2018),Country,,Canada,,,"Fiscal or financial incentives, Grants and subsidies",General,"The Climate Action and Awareness Fund has three main priorities:
- support youth climate awareness and community-based climate action
- support climate research at Canadian think tanks and in academia
- advance climate science and technology","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2018.0,,,,Mitigation,https://www.canada.ca/en/services/environment/weather/climatechange/funding-programs/climate-action-awareness-fund.html,01/10/2021,,,,,
211002229,CAN,Annual,Ozone-depleting Substances and Halocarbon Alternatives Regulations,Ozone-depleting Substances and Halocarbon Alternatives Regulations Canada (1999),Country,,Canada,,,"Energy and other taxes, Regulatory Instruments","Industry, Fluorinated gases","Last amended in 2016. This regulation was introduced under the Environmental Protection Act (1999) and, among other, requires permit and a the payment of a fee for HFCs imports and exports.
The Regulations Amending the Ozone-depleting Substances and Halocarbon Alternatives Regulations (Amendments) establish a phase-down of HFC consumption (manufacture plus import minus export) from an established baseline. The phase down begins in 2019 with a 10% reduction in consumption with further reduction steps in 2024, 2029 and 2034 in order to achieve an 85 percent reduction in HFC consumption by 2036.",Non-energy use,,In force,1999.0,1999.0,,High,Mitigation,https://www.canada.ca/en/environment-climate-change/services/canadian-environmental-protection-act-registry/ozone-regulations-amendments-questions.html,,,,,,
211000687,CAN,Annual,Dollars to $ense,Dollars to $ense Canada (1997),Country,,Canada,,,"Advice or aid in implementation, Information provision, Professional training and qualification",Industry,,Energy efficiency,,In force,1997.0,,,Unknown,Mitigation,https://www.nrcan.gc.ca/energy/efficiency/industry/training-awareness/5461,,,,,,
211002802,CAN,Annual,Sustainable Energy Science and Technology Strategy,Sustainable Energy Science and Technology Strategy Canada (2005),Country,,Canada,,,"Policy support, Strategic planning, Research & Development and Deployment (RD&D)",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,Superseded,2005.0,,,Unknown,Mitigation,https://www.nrcan.gc.ca/maps-tools-publications/publications/minerals-mining-publications/evaluation-report-synthesis-clean-energy-science-and-technology-sub-program/18655,,,,,,
211000379,CAN,Annual,Canadian Participation in the Western Climate Change Initiative,Canadian Participation in the Western Climate Change Initiative Canada (2007),Country,,Canada,,,GHG emissions allowances,General,,Energy efficiency,,In force,2007.0,,,Unknown,Mitigation,http://www.midwesternaccord.org/,,,,,,
211001136,CAN,Annual,Federal House in Order Programme,Federal House in Order Programme Canada (2001),Country,,Canada,,,"Procurement rules, Codes and standards, Obligation schemes","Transport, Buildings, Electricity and heat",,Renewables,,Superseded,2001.0,,2006.0,Unknown,Mitigation,https://www.iea.org/policies/4085-federal-house-in-order-programme?country=Canada&page=7&qs=korea,,,,,,
211000184,CAN,Annual,Amendment 10 to the Energy efficiency Regulations: MEPS,Amendment 10 to the Energy efficiency Regulations: MEPS Canada (2008),Country,,Canada,,,Building codes and standards,"Buildings, Appliances, Heating and cooling, Construction",,Energy efficiency,,In force,2008.0,,,Unknown,Mitigation,https://natural-resources.canada.ca/energy-efficiency/energy-efficiency-regulations/regulatory-announcements/amendment-10/6961,,,,,,
211001726,CAN,Annual,Low Carbon Economy Fund,Low Carbon Economy Fund Canada (2017),Country,,Canada,,,"Grants and subsidies, Loans, Funds to sub-national governments","Buildings, Construction, Agriculture and forestry, Forestry","The Low Carbon Economy Fund was launched in June 2017, and is part of the Pan-Canadian Framework on Clean Growth for Climate Change. It seeks to ""making homes and buildings more efficient; help companies innovate or use technologies to reduce their emissions; and support the forest and agriculture sectors to enhance stored carbon in forests and soils"", by providing funding to projects submitted by provinces and territories, but also municipalities, Indigenous governments and organizations, businesses and both not-for-profit and for-profit organizations.
The fund has two components:
(i) C$1.4 billion will be allocated to support the leadership commitments from provinces and territories on their emission reduction priorities and the commitments they outlined in the Pan-Canadian Framework,
(ii) C$0.6 billion will be available for provinces and territories, municipalities, indigenous governments and organisations, businesses and both not-for-profit as well as for-profit organisations to undertake projects that reduce Canada’s GHGs and contribute to clean growth.","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2017.0,2017.0,,Unknown,Mitigation,https://www.canada.ca/en/environment-climate-change/news/2017/06/low_carbon_economyfundtoreducegreenhousegasemissionsandgeneratec.html,,,,,,
211002127,CAN,Annual,New contracts to purchase green power,New contracts to purchase green power Canada (2003),Subnational region,,Canada,,,Voluntary approaches,Electricity and heat,,Renewables,,In force,2003.0,,,Unknown,Mitigation,https://www.jstor.org/tc/accept?origin=%2Fstable%2Fpdf%2Fresrep00159.4.pdf%3FaddFooter%3Dfalse&is_image=False,,,,,,
211000747,CAN,Annual,EcoENERGY Efficiency for Housing and Buildings,EcoENERGY Efficiency for Housing and Buildings Canada (2011),Country,,Canada,,,"Direct investment, Advice or aid in implementation, Information provision, Performance label, Professional training and qualification, Codes and standards, Building codes and standards, Product standards, Sectoral standards","Buildings, Appliances, Industry, Construction","""The ecoENERGY Efficiency program:
– supports the development and implementation of energy codes, benchmarking tools, training and information materials to improve the energy efficiency of commercial and institutional buildings in Canada;
– enables and promotes the construction and retrofit of energy efficient low-rise residential housing through the EnerGuide Rating System, the R-2000 Standard, and ENERGY STAR for New Homes initiatives;
– introduces or raises energy efficiency standards for a range of products, and promotes energy-efficient products through the ENERGY STAR initiative;
– aids the adoption and implementation of an energy management standard in Canada, accelerates energy-savings investments in industrial facilities and supports the exchange of best-practices information within Canada’s industrial sector; and,
– provides Canadians with decision-making tools for buying more fuel efficient vehicles including introducing improved vehicle fuel consumption labels. It also provides Canadians and Canada’s commercial/institutional fleet sector with information to operate their vehicles to reduce fuel consumption by exposing drivers to fuel-efficient driving techniques.
Note: The estimated mitigation impact of 6,500 kt in 2020 only includes energy efficiency impacts associated with policies and measures that occurred since Canada’s 5th National Communication and associated in-depth review in 2011. This figure does not include the estimated mitigation impact of 44,750 kt in 2020 resulting from energy efficiency standards published prior to 2011."" (6th National Communication)",Energy efficiency,,In force,2011.0,2011.0,,High,"Mitigation, Energy access",https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/oee/pdf/Publications/commercial/pdf/BD-general_eng.pdf,,"EE in Buildings: Provides building codes. Estimates emissions reductions based on BAU scenario. Targets expressed as Building emissions reduction (MtCO2e), Building emissions reduction (%)","GHG emissions reduction (GtCO2eq), GHG emissions reduction (%)","0.0065, 4.5","0, 0","2020, 2020"
